"data_coleta";"uf";"taxa_ocup";"alerta"
"2021-07-19";"Espírito Santo";"54,0";"Baixo"
"2021-07-26";"Espírito Santo";"50,0";"Baixo"
"2021-08-02";"Espírito Santo";"51,0";"Baixo"
"2021-08-09";"Espírito Santo";"42,0";"Baixo"
"2021-08-16";"Espírito Santo";"44,0";"Baixo"
"2021-08-23";"Espírito Santo";"43,0";"Baixo"
"2021-08-30";"Espírito Santo";"42,0";"Baixo"
"2021-09-06";"Espírito Santo";"49,0";"Baixo"
"2021-09-13";"Espírito Santo";"57,0";"Baixo"
"2021-09-20";"Espírito Santo";"65,0";"Médio"
"2021-09-27";"Espírito Santo";"69,0";"Médio"
"2021-10-04";"Espírito Santo";"75,0";"Médio"
"2021-10-11";"Espírito Santo";"65,0";"Médio"
"2021-10-18";"Espírito Santo";"71,0";"Médio"
"2021-10-25";"Espírito Santo";"71,0";"Médio"
"2021-11-01";"Espírito Santo";"67,0";"Médio"
"2021-11-08";"Espírito Santo";"63,0";"Médio"
"2021-11-15";"Espírito Santo";"53,0";"Baixo"
"2021-11-22";"Espírito Santo";"46,0";"Baixo"
"2021-11-29";"Espírito Santo";"49,0";"Baixo"
"2021-12-06";"Espírito Santo";"41,0";"Baixo"
"2021-12-20";"Espírito Santo";"41,0";"Baixo"
"2022-01-05";"Espírito Santo";"50,0";"Baixo"
"2022-01-10";"Espírito Santo";"71,0";"Médio"
"2022-01-17";"Espírito Santo";"80,0";"Crítico"
"2022-01-24";"Espírito Santo";"80,0";"Crítico"
"2022-01-31";"Espírito Santo";"83,0";"Crítico"
"2022-02-07";"Espírito Santo";"87,0";"Crítico"
"2022-02-14";"Espírito Santo";"79,0";"Médio"
"2022-02-22";"Espírito Santo";"72,0";"Médio"
"2022-03-07";"Espírito Santo";"59,0";"Baixo"
"2022-03-21";"Espírito Santo";"38,0";"Baixo"
"2022-04-04";"Espírito Santo";"33,0";"Baixo"
"2022-04-25";"Espírito Santo";"22,0";"Baixo"
"2022-03-21";"Rio de Janeiro";"22,0";"Baixo"
"2022-04-04";"Rio de Janeiro";"25,0";"Baixo"
"2022-04-25";"Rio de Janeiro";"16,0";"Baixo"
"2020-07-17";"São Paulo";"67,2";"Médio"
"2020-07-27";"São Paulo";"65,5";"Médio"
"2020-08-10";"São Paulo";"59,1";"Baixo"
"2020-08-24";"São Paulo";"55,2";"Baixo"
"2020-09-07";"São Paulo";"53,5";"Baixo"
"2020-09-21";"São Paulo";"47,2";"Baixo"
"2020-10-05";"São Paulo";"43,3";"Baixo"
"2020-10-26";"São Paulo";"39,2";"Baixo"
"2020-11-09";"São Paulo";"40,3";"Baixo"
"2020-11-23";"São Paulo";"48,4";"Baixo"
"2020-12-07";"São Paulo";"56,8";"Baixo"
"2020-12-21";"São Paulo";"61,9";"Médio"
"2021-01-04";"São Paulo";"62,3";"Médio"
"2021-01-18";"São Paulo";"69,7";"Médio"
"2021-02-01";"São Paulo";"68,1";"Médio"
"2021-02-22";"São Paulo";"68,6";"Médio"
"2021-03-01";"São Paulo";"74,0";"Médio"
"2021-03-08";"São Paulo";"80,9";"Crítico"
"2021-03-15";"São Paulo";"89,0";"Crítico"
"2021-03-22";"São Paulo";"92,0";"Crítico"
"2021-03-29";"São Paulo";"92,0";"Crítico"
"2021-04-05";"São Paulo";"91,0";"Crítico"
"2021-04-12";"São Paulo";"86,0";"Crítico"
"2021-04-19";"São Paulo";"83,0";"Crítico"
"2021-04-26";"São Paulo";"80,0";"Crítico"
"2021-05-03";"São Paulo";"78,0";"Médio"
"2021-05-10";"São Paulo";"79,0";"Médio"
"2021-05-17";"São Paulo";"79,0";"Médio"
"2021-05-24";"São Paulo";"80,0";"Crítico"
"2021-05-31";"São Paulo";"82,0";"Crítico"
"2021-06-07";"São Paulo";"82,0";"Crítico"
"2021-06-14";"São Paulo";"82,0";"Crítico"
"2021-06-21";"São Paulo";"79,0";"Médio"
"2021-06-28";"São Paulo";"76,0";"Médio"
"2021-07-05";"São Paulo";"72,0";"Médio"
"2021-07-12";"São Paulo";"66,0";"Médio"
"2021-07-19";"São Paulo";"62,0";"Médio"
"2021-07-26";"São Paulo";"55,0";"Baixo"
"2021-08-02";"São Paulo";"49,0";"Baixo"
"2021-08-09";"São Paulo";"46,0";"Baixo"
"2021-08-16";"São Paulo";"43,0";"Baixo"
"2021-08-23";"São Paulo";"40,0";"Baixo"
"2021-08-30";"São Paulo";"36,0";"Baixo"
"2021-09-06";"São Paulo";"33,0";"Baixo"
"2021-09-13";"São Paulo";"33,0";"Baixo"
"2021-09-20";"São Paulo";"32,0";"Baixo"
"2021-09-27";"São Paulo";"32,0";"Baixo"
"2021-10-04";"São Paulo";"31,0";"Baixo"
"2021-10-11";"São Paulo";"30,0";"Baixo"
"2021-10-18";"São Paulo";"28,0";"Baixo"
"2021-10-25";"São Paulo";"27,0";"Baixo"
"2021-11-01";"São Paulo";"26,0";"Baixo"
"2021-11-08";"São Paulo";"25,0";"Baixo"
"2021-11-15";"São Paulo";"23,0";"Baixo"
"2021-11-22";"São Paulo";"22,0";"Baixo"
"2021-11-29";"São Paulo";"21,0";"Baixo"
"2021-12-06";"São Paulo";"22,0";"Baixo"
"2021-12-20";"São Paulo";"20,0";"Baixo"
"2022-01-05";"São Paulo";"28,0";"Baixo"
"2022-01-10";"São Paulo";"35,0";"Baixo"
"2022-01-17";"São Paulo";"49,0";"Baixo"
"2022-01-24";"São Paulo";"66,0";"Médio"
"2022-01-31";"São Paulo";"72,0";"Médio"
"2022-02-07";"São Paulo";"71,0";"Médio"
"2022-02-14";"São Paulo";"66,0";"Médio"
"2022-02-22";"São Paulo";"57,0";"Baixo"
"2022-03-07";"São Paulo";"38,0";"Baixo"
"2022-03-21";"São Paulo";"27,0";"Baixo"
"2022-04-04";"São Paulo";"21,0";"Baixo"
"2022-04-25";"São Paulo";"20,0";"Baixo"
"2020-07-17";"Paraná";"39,3";"Baixo"
"2020-07-27";"Paraná";"42,3";"Baixo"
"2020-08-10";"Paraná";"72,0";"Médio"
"2020-08-24";"Paraná";"73,3";"Médio"
"2020-09-07";"Paraná";"72,2";"Médio"
"2020-09-21";"Paraná";"71,3";"Médio"
"2020-10-05";"Paraná";"62,2";"Médio"
"2020-10-26";"Paraná";"54,7";"Baixo"
"2020-11-09";"Paraná";"62,7";"Médio"
"2020-11-23";"Paraná";"78,6";"Médio"
"2020-12-07";"Paraná";"87,7";"Crítico"
"2020-12-21";"Paraná";"88,9";"Crítico"
"2021-01-04";"Paraná";"71,4";"Médio"
"2021-01-18";"Paraná";"84,2";"Crítico"
"2021-02-01";"Paraná";"81,3";"Crítico"
"2021-02-22";"Paraná";"91,9";"Crítico"
"2021-03-01";"Paraná";"92,0";"Crítico"
"2021-03-08";"Paraná";"97,3";"Crítico"
"2021-03-15";"Paraná";"96,0";"Crítico"
"2021-03-22";"Paraná";"96,0";"Crítico"
"2021-03-29";"Paraná";"93,0";"Crítico"
"2021-04-05";"Paraná";"95,0";"Crítico"
"2021-04-12";"Paraná";"95,0";"Crítico"
"2021-04-19";"Paraná";"94,0";"Crítico"
"2021-04-26";"Paraná";"94,0";"Crítico"
"2021-05-03";"Paraná";"92,0";"Crítico"
"2021-05-10";"Paraná";"93,0";"Crítico"
"2021-05-17";"Paraná";"95,0";"Crítico"
"2021-05-24";"Paraná";"96,0";"Crítico"
"2021-05-31";"Paraná";"95,0";"Crítico"
"2021-06-07";"Paraná";"96,0";"Crítico"
"2021-06-14";"Paraná";"97,0";"Crítico"
"2021-06-21";"Paraná";"95,0";"Crítico"
"2021-06-28";"Paraná";"94,0";"Crítico"
"2021-07-05";"Paraná";"89,0";"Crítico"
"2021-07-12";"Paraná";"81,0";"Crítico"
"2021-07-19";"Paraná";"72,0";"Médio"
"2021-07-26";"Paraná";"64,0";"Médio"
"2021-08-02";"Paraná";"59,0";"Baixo"
"2021-08-09";"Paraná";"59,0";"Baixo"
"2021-08-16";"Paraná";"61,0";"Médio"
"2021-08-23";"Paraná";"60,0";"Médio"
"2021-08-30";"Paraná";"59,0";"Baixo"
"2021-09-06";"Paraná";"57,0";"Baixo"
"2021-09-13";"Paraná";"57,0";"Baixo"
"2021-09-20";"Paraná";"58,0";"Baixo"
"2021-09-27";"Paraná";"53,0";"Baixo"
"2021-10-04";"Paraná";"52,0";"Baixo"
"2021-10-11";"Paraná";"46,0";"Baixo"
"2021-10-18";"Paraná";"41,0";"Baixo"
"2021-10-25";"Paraná";"39,0";"Baixo"
"2021-11-01";"Paraná";"41,0";"Baixo"
"2021-11-08";"Paraná";"37,0";"Baixo"
"2021-11-15";"Paraná";"31,0";"Baixo"
"2021-11-22";"Paraná";"27,0";"Baixo"
"2021-11-29";"Paraná";"24,0";"Baixo"
"2021-12-06";"Paraná";"29,0";"Baixo"
"2021-12-20";"Paraná";"23,0";"Baixo"
"2022-01-05";"Paraná";"37,0";"Baixo"
"2022-01-10";"Paraná";"46,0";"Baixo"
"2022-01-17";"Paraná";"56,0";"Baixo"
"2022-01-24";"Paraná";"61,0";"Médio"
"2022-01-31";"Paraná";"72,0";"Médio"
"2022-02-07";"Paraná";"73,0";"Médio"
"2022-02-14";"Paraná";"71,0";"Médio"
"2022-02-22";"Paraná";"67,0";"Médio"
"2022-03-07";"Paraná";"43,0";"Baixo"
"2022-03-21";"Paraná";"40,0";"Baixo"
"2022-04-04";"Paraná";"27,0";"Baixo"
"2022-04-25";"Paraná";;
"2020-07-17";"Santa Catarina";"71,7";"Médio"
"2020-07-27";"Santa Catarina";"84,5";"Crítico"
"2020-08-10";"Santa Catarina";"80,1";"Crítico"
"2020-08-24";"Santa Catarina";"64,8";"Médio"
"2020-09-07";"Santa Catarina";"55,7";"Baixo"
"2020-09-21";"Santa Catarina";"61,4";"Médio"
"2020-10-05";"Santa Catarina";"34,0";"Baixo"
"2020-10-26";"Santa Catarina";"34,8";"Baixo"
"2020-11-09";"Santa Catarina";"53,4";"Baixo"
"2020-11-23";"Santa Catarina";"78,6";"Médio"
"2020-12-07";"Santa Catarina";"93,3";"Crítico"
"2020-12-21";"Santa Catarina";"87,3";"Crítico"
"2021-01-04";"Santa Catarina";"77,0";"Médio"
"2021-01-18";"Santa Catarina";"70,9";"Médio"
"2021-02-01";"Santa Catarina";"60,6";"Médio"
"2021-02-22";"Santa Catarina";"93,4";"Crítico"
"2021-03-01";"Santa Catarina";"99,0";"Crítico"
"2021-03-08";"Santa Catarina";"96,2";"Crítico"
"2021-03-15";"Santa Catarina";"99,0";"Crítico"
"2021-03-22";"Santa Catarina";"99,0";"Crítico"
"2021-03-29";"Santa Catarina";"99,0";"Crítico"
"2021-04-05";"Santa Catarina";"99,0";"Crítico"
"2021-04-12";"Santa Catarina";"97,0";"Crítico"
"2021-04-19";"Santa Catarina";"97,0";"Crítico"
"2021-04-26";"Santa Catarina";"95,0";"Crítico"
"2021-05-03";"Santa Catarina";"92,0";"Crítico"
"2021-05-10";"Santa Catarina";"91,0";"Crítico"
"2021-05-17";"Santa Catarina";"95,0";"Crítico"
"2021-05-24";"Santa Catarina";"95,0";"Crítico"
"2021-05-31";"Santa Catarina";"92,0";"Crítico"
"2021-06-07";"Santa Catarina";"97,0";"Crítico"
"2021-06-14";"Santa Catarina";"96,0";"Crítico"
"2021-06-21";"Santa Catarina";"95,0";"Crítico"
"2021-06-28";"Santa Catarina";"92,0";"Crítico"
"2021-07-05";"Santa Catarina";"85,0";"Crítico"
"2021-07-12";"Santa Catarina";"82,0";"Crítico"
"2021-07-19";"Santa Catarina";"79,0";"Médio"
"2021-07-26";"Santa Catarina";"64,0";"Médio"
"2021-08-02";"Santa Catarina";"60,0";"Médio"
"2021-08-09";"Santa Catarina";"56,0";"Baixo"
"2021-08-16";"Santa Catarina";"52,0";"Baixo"
"2021-08-23";"Santa Catarina";"49,0";"Baixo"
"2021-08-30";"Santa Catarina";"47,0";"Baixo"
"2021-09-06";"Santa Catarina";"47,0";"Baixo"
"2021-09-13";"Santa Catarina";"44,0";"Baixo"
"2021-09-20";"Santa Catarina";"43,0";"Baixo"
"2021-09-27";"Santa Catarina";"37,0";"Baixo"
"2021-10-04";"Santa Catarina";"39,0";"Baixo"
"2021-10-11";"Santa Catarina";"42,0";"Baixo"
"2021-10-18";"Santa Catarina";"41,0";"Baixo"
"2021-10-25";"Santa Catarina";"41,0";"Baixo"
"2021-11-01";"Santa Catarina";"41,0";"Baixo"
"2021-11-08";"Santa Catarina";"39,0";"Baixo"
"2021-11-15";"Santa Catarina";"38,0";"Baixo"
"2021-11-22";"Santa Catarina";"35,0";"Baixo"
"2021-11-29";"Santa Catarina";"34,0";"Baixo"
"2021-12-06";"Santa Catarina";"30,0";"Baixo"
"2021-12-20";"Santa Catarina";"25,0";"Baixo"
"2022-01-05";"Santa Catarina";"25,0";"Baixo"
"2022-01-10";"Santa Catarina";"31,0";"Baixo"
"2022-01-17";"Santa Catarina";"39,0";"Baixo"
"2022-01-24";"Santa Catarina";"53,0";"Baixo"
"2022-01-31";"Santa Catarina";"76,0";"Médio"
"2022-02-07";"Santa Catarina";"74,0";"Médio"
"2022-02-14";"Santa Catarina";"71,0";"Médio"
"2022-02-22";"Santa Catarina";"60,0";"Médio"
"2022-03-07";"Santa Catarina";"79,0";"Médio"
"2022-03-21";"Santa Catarina";"36,0";"Baixo"
"2022-04-04";"Santa Catarina";"29,0";"Baixo"
"2022-04-25";"Santa Catarina";"48,0";"Baixo"
"2020-07-17";"Rio Grande do Sul";"76,1";"Médio"
"2020-07-27";"Rio Grande do Sul";"75,7";"Médio"
"2020-08-10";"Rio Grande do Sul";"75,4";"Médio"
"2020-08-24";"Rio Grande do Sul";"75,6";"Médio"
"2020-09-07";"Rio Grande do Sul";"73,1";"Médio"
"2020-09-21";"Rio Grande do Sul";"71,7";"Médio"
"2020-10-05";"Rio Grande do Sul";"66,8";"Médio"
"2020-10-26";"Rio Grande do Sul";"64,8";"Médio"
"2020-11-09";"Rio Grande do Sul";"65,3";"Médio"
"2020-11-23";"Rio Grande do Sul";"69,8";"Médio"
"2020-12-07";"Rio Grande do Sul";"75,4";"Médio"
"2020-12-21";"Rio Grande do Sul";"74,1";"Médio"
"2021-01-04";"Rio Grande do Sul";"73,3";"Médio"
"2021-01-18";"Rio Grande do Sul";"73,8";"Médio"
"2021-02-01";"Rio Grande do Sul";"70,8";"Médio"
"2021-02-22";"Rio Grande do Sul";"83,6";"Crítico"
"2021-03-01";"Rio Grande do Sul";"88,0";"Crítico"
"2021-03-08";"Rio Grande do Sul";"99,2";"Crítico"
"2021-03-15";"Rio Grande do Sul";"100,0";"Crítico"
"2021-03-22";"Rio Grande do Sul";"97,0";"Crítico"
"2021-03-29";"Rio Grande do Sul";"95,0";"Crítico"
"2021-04-05";"Rio Grande do Sul";"90,0";"Crítico"
"2021-04-12";"Rio Grande do Sul";"88,0";"Crítico"
"2021-04-19";"Rio Grande do Sul";"83,0";"Crítico"
"2021-04-26";"Rio Grande do Sul";"81,0";"Crítico"
"2021-05-03";"Rio Grande do Sul";"78,0";"Médio"
"2021-05-10";"Rio Grande do Sul";"73,0";"Médio"
"2021-05-17";"Rio Grande do Sul";"74,0";"Médio"
"2021-05-24";"Rio Grande do Sul";"79,0";"Médio"
"2021-05-31";"Rio Grande do Sul";"83,0";"Crítico"
"2021-06-07";"Rio Grande do Sul";"84,0";"Crítico"
"2021-06-14";"Rio Grande do Sul";"82,0";"Crítico"
"2021-06-21";"Rio Grande do Sul";"83,0";"Crítico"
"2021-06-28";"Rio Grande do Sul";"79,0";"Médio"
"2021-07-05";"Rio Grande do Sul";"76,0";"Médio"
"2021-07-12";"Rio Grande do Sul";"73,0";"Médio"
"2021-07-19";"Rio Grande do Sul";"70,0";"Médio"
"2021-07-26";"Rio Grande do Sul";"65,0";"Médio"
"2021-08-02";"Rio Grande do Sul";"60,0";"Médio"
"2021-08-09";"Rio Grande do Sul";"57,0";"Baixo"
"2021-08-16";"Rio Grande do Sul";"56,0";"Baixo"
"2021-08-23";"Rio Grande do Sul";"54,0";"Baixo"
"2021-08-30";"Rio Grande do Sul";"55,0";"Baixo"
"2021-09-06";"Rio Grande do Sul";"51,0";"Baixo"
"2021-09-13";"Rio Grande do Sul";"50,0";"Baixo"
"2021-09-20";"Rio Grande do Sul";"52,0";"Baixo"
"2021-09-27";"Rio Grande do Sul";"54,0";"Baixo"
"2021-10-04";"Rio Grande do Sul";"54,0";"Baixo"
"2021-10-11";"Rio Grande do Sul";"56,0";"Baixo"
"2021-10-18";"Rio Grande do Sul";"54,0";"Baixo"
"2021-10-25";"Rio Grande do Sul";"52,0";"Baixo"
"2021-11-01";"Rio Grande do Sul";"54,0";"Baixo"
"2021-11-08";"Rio Grande do Sul";"55,0";"Baixo"
"2021-11-15";"Rio Grande do Sul";"54,0";"Baixo"
"2021-11-22";"Rio Grande do Sul";"53,0";"Baixo"
"2021-11-29";"Rio Grande do Sul";"51,0";"Baixo"
"2021-12-06";"Rio Grande do Sul";"52,0";"Baixo"
"2021-12-20";"Rio Grande do Sul";"51,0";"Baixo"
"2022-01-05";"Rio Grande do Sul";"48,0";"Baixo"
"2022-01-10";"Rio Grande do Sul";"49,0";"Baixo"
"2022-01-17";"Rio Grande do Sul";"49,0";"Baixo"
"2022-01-24";"Rio Grande do Sul";"57,0";"Baixo"
"2022-01-31";"Rio Grande do Sul";"54,0";"Baixo"
"2022-02-07";"Rio Grande do Sul";"57,0";"Baixo"
"2022-02-14";"Rio Grande do Sul";"59,0";"Baixo"
"2022-02-22";"Rio Grande do Sul";"57,0";"Baixo"
"2022-03-07";"Rio Grande do Sul";"57,0";"Baixo"
"2022-03-21";"Rio Grande do Sul";"58,0";"Baixo"
"2022-04-04";"Rio Grande do Sul";"60,0";"Médio"
"2022-04-25";"Rio Grande do Sul";;
"2020-07-17";"Mato Grosso do Sul";"53,0";"Baixo"
"2020-07-27";"Mato Grosso do Sul";"53,9";"Baixo"
"2020-08-10";"Mato Grosso do Sul";"69,0";"Médio"
"2020-08-24";"Mato Grosso do Sul";"53,8";"Baixo"
"2020-09-07";"Mato Grosso do Sul";"56,6";"Baixo"
"2020-09-21";"Mato Grosso do Sul";"48,8";"Baixo"
"2020-10-05";"Mato Grosso do Sul";"50,4";"Baixo"
"2020-10-26";"Mato Grosso do Sul";"35,5";"Baixo"
"2020-11-09";"Mato Grosso do Sul";"40,3";"Baixo"
"2020-11-23";"Mato Grosso do Sul";"59,9";"Baixo"
"2020-12-07";"Mato Grosso do Sul";"85,4";"Crítico"
"2020-12-21";"Mato Grosso do Sul";"93,6";"Crítico"
"2021-01-04";"Mato Grosso do Sul";"85,6";"Crítico"
"2021-01-18";"Mato Grosso do Sul";"81,0";"Crítico"
"2021-02-01";"Mato Grosso do Sul";"64,6";"Médio"
"2021-02-22";"Mato Grosso do Sul";"76,0";"Médio"
"2021-03-01";"Mato Grosso do Sul";"88,0";"Crítico"
"2021-03-08";"Mato Grosso do Sul";"98,7";"Crítico"
"2021-03-15";"Mato Grosso do Sul";"93,0";"Crítico"
"2021-03-22";"Mato Grosso do Sul";"106,0";"Crítico"
"2021-03-29";"Mato Grosso do Sul";"100,0";"Crítico"
"2021-04-05";"Mato Grosso do Sul";"106,0";"Crítico"
"2021-04-12";"Mato Grosso do Sul";"100,0";"Crítico"
"2021-04-19";"Mato Grosso do Sul";"100,0";"Crítico"
"2021-04-26";"Mato Grosso do Sul";"96,0";"Crítico"
"2021-05-03";"Mato Grosso do Sul";"101,0";"Crítico"
"2021-05-10";"Mato Grosso do Sul";"85,0";"Crítico"
"2021-05-17";"Mato Grosso do Sul";"88,0";"Crítico"
"2021-05-24";"Mato Grosso do Sul";"99,0";"Crítico"
"2021-05-31";"Mato Grosso do Sul";"106,0";"Crítico"
"2021-06-07";"Mato Grosso do Sul";"107,0";"Crítico"
"2021-06-14";"Mato Grosso do Sul";"91,0";"Crítico"
"2021-06-21";"Mato Grosso do Sul";"96,0";"Crítico"
"2021-06-28";"Mato Grosso do Sul";"88,0";"Crítico"
"2021-07-05";"Mato Grosso do Sul";"74,0";"Médio"
"2021-07-12";"Mato Grosso do Sul";"68,0";"Médio"
"2021-07-19";"Mato Grosso do Sul";"66,0";"Médio"
"2021-07-26";"Mato Grosso do Sul";"61,0";"Médio"
"2021-08-02";"Mato Grosso do Sul";"62,0";"Médio"
"2021-08-09";"Mato Grosso do Sul";"56,0";"Baixo"
"2021-08-16";"Mato Grosso do Sul";"48,0";"Baixo"
"2021-08-23";"Mato Grosso do Sul";"43,0";"Baixo"
"2021-08-30";"Mato Grosso do Sul";"37,0";"Baixo"
"2021-09-06";"Mato Grosso do Sul";"34,0";"Baixo"
"2021-09-13";"Mato Grosso do Sul";"28,0";"Baixo"
"2021-09-20";"Mato Grosso do Sul";"24,0";"Baixo"
"2021-09-27";"Mato Grosso do Sul";"24,0";"Baixo"
"2021-10-04";"Mato Grosso do Sul";"35,0";"Baixo"
"2021-10-11";"Mato Grosso do Sul";"20,0";"Baixo"
"2021-10-18";"Mato Grosso do Sul";"14,0";"Baixo"
"2021-10-25";"Mato Grosso do Sul";"13,0";"Baixo"
"2021-11-01";"Mato Grosso do Sul";"21,0";"Baixo"
"2021-11-08";"Mato Grosso do Sul";"32,0";"Baixo"
"2021-11-15";"Mato Grosso do Sul";"30,0";"Baixo"
"2021-11-22";"Mato Grosso do Sul";"26,0";"Baixo"
"2021-11-29";"Mato Grosso do Sul";"27,0";"Baixo"
"2021-12-06";"Mato Grosso do Sul";"27,0";"Baixo"
"2021-12-20";"Mato Grosso do Sul";"25,0";"Baixo"
"2022-01-05";"Mato Grosso do Sul";"15,0";"Baixo"
"2022-01-10";"Mato Grosso do Sul";;
"2022-01-17";"Mato Grosso do Sul";"65,0";"Médio"
"2022-01-24";"Mato Grosso do Sul";"80,0";"Crítico"
"2022-01-31";"Mato Grosso do Sul";"103,0";"Crítico"
"2022-02-07";"Mato Grosso do Sul";"92,0";"Crítico"
"2022-02-14";"Mato Grosso do Sul";"85,0";"Crítico"
"2022-02-22";"Mato Grosso do Sul";"82,0";"Crítico"
"2022-03-07";"Mato Grosso do Sul";"44,0";"Baixo"
"2022-03-21";"Mato Grosso do Sul";"25,0";"Baixo"
"2022-04-04";"Mato Grosso do Sul";"13,0";"Baixo"
"2022-04-25";"Mato Grosso do Sul";"13,0";"Baixo"
"2020-07-17";"Mato Grosso";"93,1";"Crítico"
"2020-07-27";"Mato Grosso";"90,1";"Crítico"
"2020-08-10";"Mato Grosso";"79,2";"Médio"
"2020-08-24";"Mato Grosso";"75,6";"Médio"
"2020-09-07";"Mato Grosso";"69,3";"Médio"
"2020-09-21";"Mato Grosso";"60,5";"Médio"
"2020-10-05";"Mato Grosso";"51,9";"Baixo"
"2020-10-26";"Mato Grosso";"42,8";"Baixo"
"2020-11-09";"Mato Grosso";"33,3";"Baixo"
"2020-11-23";"Mato Grosso";"34,2";"Baixo"
"2020-12-07";"Mato Grosso";"35,5";"Baixo"
"2020-12-21";"Mato Grosso";"40,9";"Baixo"
"2021-01-04";"Mato Grosso";"51,1";"Baixo"
"2021-01-18";"Mato Grosso";"58,1";"Baixo"
"2021-02-01";"Mato Grosso";"59,3";"Baixo"
"2021-02-22";"Mato Grosso";"74,8";"Médio"
"2021-03-01";"Mato Grosso";"89,0";"Crítico"
"2021-03-08";"Mato Grosso";"99,0";"Crítico"
"2021-03-15";"Mato Grosso";"95,0";"Crítico"
"2021-03-22";"Mato Grosso";"99,0";"Crítico"
"2021-03-29";"Mato Grosso";"97,0";"Crítico"
"2021-04-05";"Mato Grosso";"98,0";"Crítico"
"2021-04-12";"Mato Grosso";"98,0";"Crítico"
"2021-04-19";"Mato Grosso";"96,0";"Crítico"
"2021-04-26";"Mato Grosso";"91,0";"Crítico"
"2021-05-03";"Mato Grosso";"88,0";"Crítico"
"2021-05-10";"Mato Grosso";"79,0";"Médio"
"2021-05-17";"Mato Grosso";"80,0";"Crítico"
"2021-05-24";"Mato Grosso";"87,0";"Crítico"
"2021-05-31";"Mato Grosso";"95,0";"Crítico"
"2021-06-07";"Mato Grosso";"87,0";"Crítico"
"2021-06-14";"Mato Grosso";"93,0";"Crítico"
"2021-06-21";"Mato Grosso";"86,0";"Crítico"
"2021-06-28";"Mato Grosso";"75,0";"Médio"
"2021-07-05";"Mato Grosso";"76,0";"Médio"
"2021-07-12";"Mato Grosso";"75,0";"Médio"
"2021-07-19";"Mato Grosso";"70,0";"Médio"
"2021-07-26";"Mato Grosso";"63,0";"Médio"
"2021-08-02";"Mato Grosso";"79,0";"Médio"
"2021-08-09";"Mato Grosso";"79,0";"Médio"
"2021-08-16";"Mato Grosso";"61,0";"Médio"
"2021-08-23";"Mato Grosso";"59,0";"Baixo"
"2021-08-30";"Mato Grosso";"45,0";"Baixo"
"2021-09-06";"Mato Grosso";"43,0";"Baixo"
"2021-09-13";"Mato Grosso";"41,0";"Baixo"
"2021-09-20";"Mato Grosso";"40,0";"Baixo"
"2021-09-27";"Mato Grosso";"29,0";"Baixo"
"2021-10-04";"Mato Grosso";"35,0";"Baixo"
"2021-10-11";"Mato Grosso";"31,0";"Baixo"
"2021-10-18";"Mato Grosso";"24,0";"Baixo"
"2021-10-25";"Mato Grosso";"26,0";"Baixo"
"2021-11-01";"Mato Grosso";"31,0";"Baixo"
"2021-11-08";"Mato Grosso";"36,0";"Baixo"
"2021-11-15";"Mato Grosso";"34,0";"Baixo"
"2021-11-22";"Mato Grosso";"36,0";"Baixo"
"2021-11-29";"Mato Grosso";"26,0";"Baixo"
"2021-12-06";"Mato Grosso";"27,0";"Baixo"
"2021-12-20";"Mato Grosso";"33,0";"Baixo"
"2022-01-05";"Mato Grosso";"40,0";"Baixo"
"2022-01-10";"Mato Grosso";"58,0";"Baixo"
"2022-01-17";"Mato Grosso";"84,0";"Crítico"
"2022-01-24";"Mato Grosso";"78,0";"Médio"
"2022-01-31";"Mato Grosso";"86,0";"Crítico"
"2022-02-07";"Mato Grosso";"81,0";"Crítico"
"2022-02-14";"Mato Grosso";"72,0";"Médio"
"2022-02-22";"Mato Grosso";"63,0";"Médio"
"2022-03-07";"Mato Grosso";"32,0";"Baixo"
"2022-03-21";"Mato Grosso";"27,0";"Baixo"
"2022-04-04";"Mato Grosso";"21,0";"Baixo"
"2022-04-25";"Mato Grosso";;
"2020-07-17";"Goiás";"84,0";"Crítico"
"2020-07-27";"Goiás";"82,8";"Crítico"
"2020-08-10";"Goiás";"83,2";"Crítico"
"2020-08-24";"Goiás";"87,3";"Crítico"
"2020-09-07";"Goiás";"81,9";"Crítico"
"2020-09-21";"Goiás";"84,7";"Crítico"
"2020-10-05";"Goiás";"73,8";"Médio"
"2020-10-26";"Goiás";"63,1";"Médio"
"2020-11-09";"Goiás";"46,6";"Baixo"
"2020-11-23";"Goiás";"41,2";"Baixo"
"2020-12-07";"Goiás";"44,0";"Baixo"
"2020-12-21";"Goiás";"54,7";"Baixo"
"2021-01-04";"Goiás";"51,8";"Baixo"
"2021-01-18";"Goiás";"66,7";"Médio"
"2021-02-01";"Goiás";"90,5";"Crítico"
"2021-02-22";"Goiás";"89,2";"Crítico"
"2021-03-01";"Goiás";"95,0";"Crítico"
"2021-03-08";"Goiás";"97,1";"Crítico"
"2021-03-15";"Goiás";"97,0";"Crítico"
"2021-03-22";"Goiás";"99,0";"Crítico"
"2021-03-29";"Goiás";"94,0";"Crítico"
"2021-04-05";"Goiás";"96,0";"Crítico"
"2021-04-12";"Goiás";"96,0";"Crítico"
"2021-04-19";"Goiás";"90,0";"Crítico"
"2021-04-26";"Goiás";"89,0";"Crítico"
"2021-05-03";"Goiás";"82,0";"Crítico"
"2021-05-10";"Goiás";"84,0";"Crítico"
"2021-05-17";"Goiás";"79,0";"Médio"
